id,datetime,total,street,city,state,zip,user_id,promo_code_id
1344,2022-07-04 07:32:53,434.58000000000004,016 Schmedeman Alley,Pasadena,California,91103,48,
1345,2022-07-04 20:59:18,1108.4800000000002,4213 Red Cloud Pass,Nashville,Tennessee,37210,392,
1346,2022-07-05 11:31:44,125.24000000000001,228 Utah Road,Atlanta,Georgia,30316,299,
1347,2022-07-06 02:07:44,738.2399999999999,570 Grover Plaza,Houston,Texas,77293,422,
1348,2022-07-06 18:32:29,279.2046,3980 Oxford Alley,Tampa,Florida,33673,463,23
1349,2022-07-06 23:20:18,84.81342,28 Bluestem Avenue,Henderson,Nevada,89012,401,182
1350,2022-07-07 04:39:06,660.16,709 Bunker Hill Pass,Amarillo,Texas,79182,188,
1351,2022-07-07 06:15:02,139.98000000000002,75 Oakridge Alley,Norfolk,Virginia,23514,60,
1352,2022-07-07 17:03:23,45.379999999999995,15598 Heath Junction,Indianapolis,Indiana,46231,258,
1353,2022-07-08 02:39:11,189.23690000000002,2 Stang Alley,Charlotte,North Carolina,28256,287,13
1354,2022-07-08 12:01:19,435.06,70 Norway Maple Alley,Phoenix,Arizona,85083,285,
1355,2022-07-08 14:48:34,314.74,98 Vernon Alley,Duluth,Georgia,30096,36,
1356,2022-07-09 02:05:40,1708.52,2 Miller Trail,Corona,California,92883,390,
1357,2022-07-09 03:31:00,2393.6800000000003,58080 Brown Park,Baton Rouge,Louisiana,70826,455,
1358,2022-07-09 10:43:25,3312.0600000000004,45317 Twin Pines Plaza,Manassas,Virginia,22111,458,
1359,2022-07-09 16:29:38,259.38000000000005,1323 Sutherland Junction,Newport Beach,California,92662,428,
1360,2022-07-10 03:39:49,99.9,43230 Packers Way,Mobile,Alabama,36605,434,
1361,2022-07-10 14:45:04,430.14,23 Crescent Oaks Avenue,Apache Junction,Arizona,85219,441,
1362,2022-07-10 23:47:55,14037.239999999998,6839 Ridgeway Pass,Arlington,Virginia,22234,207,
1363,2022-07-11 03:25:44,2560.16,459 Old Shore Lane,Boise,Idaho,83711,141,
1364,2022-07-11 08:39:02,142.73940000000002,992 Cascade Junction,Baltimore,Maryland,21239,94,178
1365,2022-07-11 21:09:52,465.7,75 Dayton Parkway,Birmingham,Alabama,35225,270,
1366,2022-07-12 06:38:50,574.8,9 Merry Circle,Newport News,Virginia,23612,282,
1367,2022-07-12 10:13:59,305.56,9371 Eliot Circle,Richmond,Virginia,23220,399,
1368,2022-07-12 18:06:07,1683.1400000000003,37388 Golf Avenue,Madison,Wisconsin,53779,450,
1369,2022-07-13 02:27:21,435.32,627 Victoria Way,Des Moines,Iowa,50369,365,
1370,2022-07-13 07:13:10,639.92,34 Portage Crossing,Huntington,West Virginia,25721,177,
1371,2022-07-13 17:09:04,763.5600000000001,0383 Lyons Park,Atlanta,Georgia,30328,263,
1372,2022-07-13 19:02:07,796.54,8243 Kennedy Circle,Indianapolis,Indiana,46226,362,
1373,2022-07-13 20:26:56,143.84,6 Ohio Circle,Fresno,California,93721,198,
1374,2022-07-14 04:42:23,7897.839999999999,8 Thackeray Junction,Kansas City,Missouri,64142,265,
1375,2022-07-14 20:42:16,41.94,464 Eagle Crest Park,Des Moines,Iowa,50936,137,
1376,2022-07-14 22:25:12,968.0871200000001,1423 Colorado Alley,Sandy,Utah,84093,324,106
1377,2022-07-15 13:00:31,167.6048,38964 Nova Terrace,Washington,District of Columbia,20005,330,121
1378,2022-07-15 22:46:37,363.78000000000003,37 Randy Way,Lexington,Kentucky,40505,465,
1379,2022-07-16 14:03:18,59.94,29038 3rd Pass,Long Beach,California,90810,337,
1380,2022-07-17 01:31:18,1277.8400000000001,9 Dottie Circle,New York City,New York,10115,11,
1381,2022-07-17 14:31:14,472.91749999999996,6 Lyons Center,Indianapolis,Indiana,46278,288,86
1382,2022-07-17 19:11:31,69.96000000000001,5 Drewry Junction,Newark,New Jersey,7104,449,
1383,2022-07-17 22:17:17,650.7844200000001,6 Saint Paul Avenue,Daytona Beach,Florida,32118,314,2
1384,2022-07-18 02:02:31,190.32000000000002,87052 Vera Junction,Des Moines,Iowa,50981,7,
1385,2022-07-18 07:08:22,237.13368,284 Londonderry Alley,San Antonio,Texas,78296,157,156
1386,2022-07-18 15:16:02,19.580000000000002,707 Mcguire Way,Lees Summit,Missouri,64082,250,
1387,2022-07-18 18:27:27,5993.38,2 Everett Terrace,Topeka,Kansas,66667,239,
1388,2022-07-19 04:55:50,1910.9203200000002,80 Union Street,Fairbanks,Alaska,99709,161,32
1389,2022-07-19 17:54:04,594.58,94 Jenna Park,Tallahassee,Florida,32314,338,
1390,2022-07-20 10:00:47,119.9,048 Kipling Plaza,Toledo,Ohio,43656,50,
1391,2022-07-20 14:40:31,3979.36,1323 Sutherland Junction,Newport Beach,California,92662,428,
1392,2022-07-20 15:48:06,35.13600000000001,627 Victoria Way,Des Moines,Iowa,50369,365,118
1393,2022-07-20 20:13:11,224.6,2 Butternut Point,Kansas City,Missouri,64187,186,
1394,2022-07-20 21:58:24,6211.320000000001,645 Ronald Regan Road,Abilene,Texas,79605,370,
1395,2022-07-21 14:34:38,1790.4200000000005,8 North Junction,Los Angeles,California,90040,45,
1396,2022-07-21 17:02:13,350.92,9 Merry Circle,Newport News,Virginia,23612,282,
1397,2022-07-22 05:29:45,196.0,43 Wayridge Street,Garland,Texas,75049,394,
1398,2022-07-22 15:54:42,1438.8374,398 Cottonwood Place,Sacramento,California,95828,5,61
1399,2022-07-23 06:43:22,2474.64,805 Morrow Center,Stamford,Connecticut,6912,140,
1400,2022-07-23 15:53:30,813.28,5 Knutson Court,Amarillo,Texas,79118,203,
1401,2022-07-23 19:51:52,7475.799999999999,52828 Esch Point,Montpelier,Vermont,5609,229,
1402,2022-07-24 10:00:39,739.02,589 Dovetail Crossing,Yakima,Washington,98907,433,
1403,2022-07-24 12:19:00,677.8,119 Blackbird Road,Los Angeles,California,90060,376,
1404,2022-07-24 16:32:29,659.96,55058 Norway Maple Park,El Paso,Texas,79928,363,
1405,2022-07-24 20:46:19,103.62,4 Granby Park,Monticello,Minnesota,55590,133,
1406,2022-07-25 01:02:33,210.0,7 Spenser Place,Des Moines,Iowa,50305,72,
1407,2022-07-25 04:39:57,832.6199999999999,2838 Fairview Terrace,Burbank,California,91520,368,
1408,2022-07-25 11:22:37,198.0,43241 Holy Cross Circle,Maple Plain,Minnesota,55572,120,
1409,2022-07-26 03:37:19,133.69256000000001,0436 Reindahl Point,Louisville,Kentucky,40215,325,161
1410,2022-07-26 07:38:19,126.4,8525 Mandrake Alley,Rockville,Maryland,20851,473,
1411,2022-07-26 09:24:41,2691.34,4 Walton Point,Denver,Colorado,80235,52,
1412,2022-07-26 20:39:59,566.66,9 Hauk Center,Berkeley,California,94712,251,
1413,2022-07-27 07:40:32,545.8000000000001,362 Westend Terrace,Detroit,Michigan,48267,135,
1414,2022-07-27 10:01:45,719.48,9 Johnson Court,Bryan,Texas,77806,315,
1415,2022-07-28 01:54:35,1286.3999999999999,5147 Magdeline Park,Dallas,Texas,75392,6,
1416,2022-07-28 05:00:43,946.3800000000001,80956 Delladonna Court,Indianapolis,Indiana,46231,425,
1417,2022-07-28 16:01:48,371.6,56088 Graceland Street,Greensboro,North Carolina,27415,53,
1418,2022-07-29 06:14:00,4897.5199999999995,9 Johnson Court,Bryan,Texas,77806,315,
1419,2022-07-29 10:12:54,229.32000000000002,32633 Kropf Park,Houston,Texas,77045,102,
1420,2022-07-29 13:57:24,340.0,777 Merchant Way,Springfield,Illinois,62794,28,
1421,2022-07-30 00:15:24,456.68,687 Little Fleur Circle,Minneapolis,Minnesota,55487,344,
1422,2022-07-30 10:50:51,176.0,2238 John Wall Junction,San Luis Obispo,California,93407,307,
1423,2022-07-30 20:14:02,607.68,382 Hanson Hill,Lima,Ohio,45807,18,
1424,2022-07-31 03:48:48,138.06000000000003,9 Johnson Court,Bryan,Texas,77806,315,
1425,2022-07-31 14:18:08,207.44000000000003,15 Lakeland Hill,Albany,New York,12210,469,
1426,2022-07-31 20:36:22,700.72,7176 1st Alley,Frankfort,Kentucky,40618,131,
1427,2022-08-01 10:21:13,195.65236,2950 Crest Line Crossing,Wilmington,North Carolina,28410,284,129
1428,2022-08-01 11:25:58,1547.5600000000002,9 Warrior Way,Hialeah,Florida,33013,122,
1429,2022-08-01 23:12:03,30.240000000000002,33651 Sachtjen Center,Charlotte,North Carolina,28247,123,173
1430,2022-08-02 08:50:51,262.82000000000005,8811 Sugar Terrace,Duluth,Georgia,30096,200,
1431,2022-08-02 08:58:05,127.41656,17 3rd Place,Phoenix,Arizona,85062,305,140
1432,2022-08-03 01:27:56,612.82,148 Westridge Crossing,Orlando,Florida,32830,24,
1433,2022-08-03 08:49:05,34.4,431 Oxford Hill,Cumming,Georgia,30130,301,
1434,2022-08-03 10:57:13,296.64,56240 Main Road,Saint Petersburg,Florida,33710,226,
1435,2022-08-04 01:20:18,479.6,1709 Hanover Junction,Detroit,Michigan,48224,23,
1436,2022-08-04 08:56:19,753.18,93906 Old Shore Junction,Washington,District of Columbia,20067,364,
1437,2022-08-04 22:36:19,689.9399999999999,26385 Summit Point,Dayton,Ohio,45408,1,
1438,2022-08-05 04:47:58,99.9,152 Erie Court,Saint Louis,Missouri,63131,393,
1439,2022-08-05 15:53:16,1039.9384,76883 Mccormick Court,Hamilton,Ohio,45020,99,198
1440,2022-08-05 16:34:27,225.92000000000002,36 Heffernan Court,Reading,Pennsylvania,19610,297,
1441,2022-08-05 20:39:16,59.006879999999995,958 Clove Alley,New York City,New York,10280,173,106
1442,2022-08-06 10:21:27,1456.5844800000002,32825 Northport Crossing,El Paso,Texas,88589,273,184
1443,2022-08-06 11:44:11,621.7800000000001,28 Bluestem Avenue,Henderson,Nevada,89012,401,
1444,2022-08-07 00:48:17,5494.12,542 Shelley Park,San Diego,California,92105,144,
1445,2022-08-07 06:37:17,889.5,7176 1st Alley,Frankfort,Kentucky,40618,131,
1446,2022-08-07 14:30:23,67.98,2 Dryden Center,Fort Worth,Texas,76115,345,
1447,2022-08-08 06:15:11,22.380000000000003,5 6th Crossing,Sterling,Virginia,20167,426,
1448,2022-08-08 17:12:14,1055.7800000000002,173 Pankratz Place,Bronx,New York,10469,448,
1449,2022-08-08 18:25:00,753.54,70 Norway Maple Alley,Phoenix,Arizona,85083,285,
1450,2022-08-08 18:33:05,45.23648,84493 Clyde Gallagher Alley,Long Beach,California,90840,387,32
1451,2022-08-09 07:10:22,297.68960000000004,319 Ilene Pass,Birmingham,Alabama,35263,208,128
1452,2022-08-09 12:10:24,53.0,37 Randy Way,Lexington,Kentucky,40505,465,
1453,2022-08-09 19:44:13,3774.46,7 Fair Oaks Avenue,Savannah,Georgia,31405,289,
1454,2022-08-09 22:20:36,5219.269359999999,06 Jana Circle,Peoria,Illinois,61656,355,71
1455,2022-08-10 14:53:43,433.62000000000006,9565 Hooker Plaza,Philadelphia,Pennsylvania,19093,41,
1456,2022-08-10 16:39:56,395.66,12 Randy Way,Bellevue,Washington,98008,92,
1457,2022-08-11 03:17:47,271.84000000000003,1234 Apple Street,San Jose,California,94088,481,
1458,2022-08-11 08:56:21,621.3371999999999,223 Melrose Pass,Cincinnati,Ohio,45254,69,134
1459,2022-08-11 11:49:56,868.5600000000001,0197 Cascade Street,Alpharetta,Georgia,30022,66,
1460,2022-08-11 15:33:24,994.34,91 Vidon Court,New York City,New York,10270,382,
1461,2022-08-11 18:51:24,865.9399999999999,76243 Pepper Wood Pass,Dallas,Texas,75216,78,
1462,2022-08-11 19:02:04,19.96,2 Butternut Point,Kansas City,Missouri,64187,186,
1463,2022-08-12 01:49:28,316.92,37 Randy Way,Lexington,Kentucky,40505,465,
1464,2022-08-12 03:24:11,672.26,5 Maywood Lane,Charleston,West Virginia,25331,9,
1465,2022-08-12 15:58:36,1914.4600000000003,16 Maple Wood Park,Charleston,South Carolina,29416,472,
1466,2022-08-12 17:41:33,207.7,148 Westridge Crossing,Orlando,Florida,32830,24,
1467,2022-08-13 00:18:12,2301.25056,0195 Arkansas Place,Palo Alto,California,94302,252,122
1468,2022-08-13 03:53:19,527.82,25332 Service Hill,Dallas,Texas,75310,232,
1469,2022-08-13 07:36:16,882.6800000000002,570 Grover Plaza,Houston,Texas,77293,422,
1470,2022-08-13 21:25:01,237.9,75 Oakridge Alley,Norfolk,Virginia,23514,60,
1471,2022-08-14 01:59:14,79.98,2950 Crest Line Crossing,Wilmington,North Carolina,28410,284,
1472,2022-08-14 10:37:20,976.94,958 Clove Alley,New York City,New York,10280,173,
1473,2022-08-14 11:39:44,668.1600000000001,44424 Towne Trail,El Paso,Texas,88574,195,
1474,2022-08-14 13:33:36,3159.78,80 Union Street,Fairbanks,Alaska,99709,161,
1475,2022-08-15 02:32:49,4423.0,4 Warner Avenue,Albuquerque,New Mexico,87195,398,
1476,2022-08-15 05:09:57,198.15509999999995,9 Hagan Center,Minneapolis,Minnesota,55470,132,153
1477,2022-08-15 06:57:13,524.38,8 Fisk Center,Bethesda,Maryland,20816,196,
1478,2022-08-15 08:39:37,665.5799999999999,57878 Nevada Alley,Irvine,California,92717,350,
1479,2022-08-15 12:48:26,71.94,701 Gateway Drive,Aurora,Colorado,80015,385,
1480,2022-08-15 14:56:22,457.42,22089 Cambridge Circle,Tampa,Florida,33620,155,
1481,2022-08-15 19:08:17,269.342,6588 Burrows Crossing,Boston,Massachusetts,2124,294,83
1482,2022-08-15 23:49:23,3559.4200000000005,518 Tony Pass,Pompano Beach,Florida,33075,136,
1483,2022-08-16 06:51:34,64.0,3313 Walton Trail,New Brunswick,New Jersey,8922,236,
1484,2022-08-16 09:12:00,407.80000000000007,23 Crescent Oaks Avenue,Apache Junction,Arizona,85219,441,
1485,2022-08-16 11:39:39,1602.2,55 Oneill Parkway,Omaha,Nebraska,68164,298,
1486,2022-08-17 02:57:12,253.78,85625 Schmedeman Place,Syracuse,New York,13217,134,
1487,2022-08-17 03:34:19,246.50000000000003,2375 Barby Center,Tyler,Texas,75799,292,
1488,2022-08-17 05:16:00,1804.1599999999999,057 Susan Way,Kansas City,Missouri,64179,279,
1489,2022-08-17 13:48:30,108.03554000000003,7071 Lunder Park,Bradenton,Florida,34210,267,175
1490,2022-08-18 00:23:00,645.74,2922 Hollow Ridge Way,Oklahoma City,Oklahoma,73124,46,
1491,2022-08-18 14:09:00,406.78,2 Northview Avenue,Toledo,Ohio,43635,474,
1492,2022-08-18 20:18:09,80.93696,16 Maple Wood Park,Charleston,South Carolina,29416,472,128
1493,2022-08-18 21:57:21,3581.6000000000004,26519 Division Drive,Miami,Florida,33175,91,
1494,2022-08-19 13:26:55,1692.4600000000003,9 Hagan Center,Minneapolis,Minnesota,55470,132,
1495,2022-08-19 19:04:48,299.06,6529 Northfield Park,Oklahoma City,Oklahoma,73147,59,
1496,2022-08-20 06:05:52,730.5799999999999,992 Cascade Junction,Baltimore,Maryland,21239,94,
1497,2022-08-20 13:17:38,99.50000000000001,8 North Junction,Los Angeles,California,90040,45,
1498,2022-08-21 01:21:48,617.64,160 Buena Vista Pass,Sarasota,Florida,34233,410,
1499,2022-08-21 09:43:48,544.8000000000001,8 Fisk Center,Bethesda,Maryland,20816,196,
1500,2022-08-22 02:03:55,4072.6400000000003,31019 Toban Court,Brockton,Massachusetts,2305,222,
1501,2022-08-22 04:15:03,535.64,5 Spohn Drive,Des Moines,Iowa,50330,467,
1502,2022-08-22 11:59:50,574.51752,30625 Pankratz Park,Atlanta,Georgia,30340,349,88
1503,2022-08-23 03:07:17,1600.7000000000003,92 North Hill,Sacramento,California,95894,209,
1504,2022-08-23 05:53:12,1409.88,36 Pawling Junction,Orlando,Florida,32885,357,
1505,2022-08-23 17:26:17,953.4200000000003,5 Knutson Court,Amarillo,Texas,79118,203,
1506,2022-08-23 22:28:24,235.0,643 John Wall Crossing,Houston,Texas,77050,227,
1507,2022-08-24 01:35:22,93.9423,37 Randy Way,Lexington,Kentucky,40505,465,166
1508,2022-08-24 17:23:55,669.24,8010 Express Trail,Roanoke,Virginia,24004,3,
1509,2022-08-25 00:50:13,591.0392199999999,42503 Nancy Terrace,Saint Paul,Minnesota,55115,396,98
1510,2022-08-25 16:07:40,682.22,61 Merchant Avenue,Saint Louis,Missouri,63158,156,
1511,2022-08-26 01:33:31,90.36,80 Union Street,Fairbanks,Alaska,99709,161,
1512,2022-08-26 05:09:53,331.32576000000006,40 Moulton Parkway,Ashburn,Virginia,22093,446,159
1513,2022-08-26 05:34:38,346.26,5233 Fremont Way,Riverside,California,92505,243,
1514,2022-08-26 17:08:37,3528.9400000000005,960 Moose Pass,Nashville,Tennessee,37210,322,
1515,2022-08-26 17:35:19,1325.4600000000003,39573 Kings Center,Columbia,South Carolina,29208,104,
1516,2022-08-27 09:17:06,400.45392000000004,8 Express Street,New York City,New York,10039,343,121
1517,2022-08-27 11:02:22,467.28000000000003,90 Daystar Pass,Washington,District of Columbia,20530,172,
1518,2022-08-27 15:40:58,77.48,2375 Barby Center,Tyler,Texas,75799,292,
1519,2022-08-28 07:05:37,1511.8800000000003,2238 John Wall Junction,San Luis Obispo,California,93407,307,
1520,2022-08-28 07:51:52,75.0,63 Warbler Hill,Philadelphia,Pennsylvania,19151,61,
1521,2022-08-28 11:46:15,1660.28,47238 Vermont Avenue,Springfield,Illinois,62776,19,
1522,2022-08-28 22:58:56,1888.6200000000001,38 Bunting Avenue,Indianapolis,Indiana,46221,477,
1523,2022-08-29 13:25:31,91.9,4097 7th Crossing,Saint Paul,Minnesota,55108,97,
1524,2022-08-29 18:18:59,310.78,16496 Crowley Plaza,Portland,Oregon,97271,412,
1525,2022-08-30 05:37:06,422.4334,2892 Commercial Lane,Portland,Oregon,97271,283,200
1526,2022-08-30 22:00:38,45.94,777 Merchant Way,Springfield,Illinois,62794,28,
1527,2022-08-31 00:10:27,1441.94,46483 Dottie Hill,Houston,Texas,77085,311,
1528,2022-08-31 03:59:49,119.92,459 Old Shore Lane,Boise,Idaho,83711,141,
1529,2022-08-31 05:43:31,292.53247999999996,7277 Rutledge Circle,Manchester,New Hampshire,3105,14,84
1530,2022-08-31 09:24:09,43.96,8010 Express Trail,Roanoke,Virginia,24004,3,
1531,2022-08-31 14:40:15,2209.92,55 Memorial Way,Bronx,New York,10474,341,
1532,2022-09-01 06:19:06,2837.7400000000002,6180 Sunbrook Hill,Washington,District of Columbia,20319,112,
1533,2022-09-01 14:17:38,1111.96,20401 Southridge Circle,Irvine,California,92717,275,
1534,2022-09-02 06:10:28,144.3,9 Merry Crossing,Mountain View,California,94042,437,
1535,2022-09-02 19:27:13,174.68951999999996,98692 Crest Line Pass,San Antonio,Texas,78250,187,85
1536,2022-09-03 00:36:36,261.7803,589 Dovetail Crossing,Yakima,Washington,98907,433,190
1537,2022-09-03 06:41:22,406.78,6529 Northfield Park,Oklahoma City,Oklahoma,73147,59,
1538,2022-09-03 18:48:20,505.3999999999999,01 Valley Edge Road,Phoenix,Arizona,85020,228,
1539,2022-09-04 04:11:46,589.2200000000001,52828 Esch Point,Montpelier,Vermont,5609,229,
1540,2022-09-04 05:21:17,779.9000000000001,80 Merrick Street,Oxnard,California,93034,76,
1541,2022-09-04 13:19:35,577.6400000000001,173 Pankratz Place,Bronx,New York,10469,448,
1542,2022-09-04 19:21:34,538.22,0 Lukken Hill,Colorado Springs,Colorado,80920,68,
1543,2022-09-05 08:45:12,261.72,431 Oxford Hill,Cumming,Georgia,30130,301,
1544,2022-09-05 13:56:00,5666.4400000000005,17 Carpenter Avenue,Baltimore,Maryland,21239,193,
1545,2022-09-05 20:05:05,68.70293999999998,077 Graceland Alley,Pensacola,Florida,32520,58,62
1546,2022-09-06 08:11:32,341.3,7736 Texas Terrace,Aurora,Colorado,80015,405,
1547,2022-09-06 22:50:52,476.53728,08256 2nd Way,Lansing,Michigan,48912,105,24
1548,2022-09-07 03:05:24,3621.6400000000003,0 Granby Plaza,Orlando,Florida,32868,16,
1549,2022-09-07 17:30:01,456.73384000000004,805 Warbler Junction,Vienna,Virginia,22184,201,51
1550,2022-09-07 20:40:52,27.76,94819 Warner Plaza,Minneapolis,Minnesota,55458,306,
1551,2022-09-08 07:24:10,869.36,35 Crownhardt Avenue,San Diego,California,92105,83,
1552,2022-09-08 17:19:18,44.027280000000005,2 Northridge Street,Ocala,Florida,34479,95,163
1553,2022-09-09 09:22:54,3853.84,07 Marcy Avenue,Hamilton,Ohio,45020,230,
1554,2022-09-09 14:51:07,7.379999999999999,4 Coolidge Street,Baltimore,Maryland,21282,379,180
1555,2022-09-09 19:56:32,240.24,016 Schmedeman Alley,Pasadena,California,91103,48,
1556,2022-09-10 06:46:52,1067.92,65 Marcy Avenue,Tyler,Texas,75710,373,
1557,2022-09-10 21:49:25,442.9,26044 West Lane,Houston,Texas,77245,266,
1558,2022-09-11 12:33:43,2339.92,805 Morrow Center,Stamford,Connecticut,6912,140,
1559,2022-09-12 04:00:24,190.81188000000003,6839 Ridgeway Pass,Arlington,Virginia,22234,207,145
1560,2022-09-12 08:27:28,667.0600000000001,017 Mesta Point,Springfield,Illinois,62711,413,
1561,2022-09-12 15:31:37,3430.02,464 Eagle Crest Park,Des Moines,Iowa,50936,137,
1562,2022-09-13 03:37:00,1418.92,08256 2nd Way,Lansing,Michigan,48912,105,
1563,2022-09-13 10:50:45,343.76000000000005,257 Veith Park,Watertown,Massachusetts,2472,334,
1564,2022-09-13 18:46:53,767.52,257 Veith Park,Watertown,Massachusetts,2472,334,
1565,2022-09-13 23:21:40,430.78000000000003,76883 Mccormick Court,Hamilton,Ohio,45020,99,
1566,2022-09-14 05:19:11,71.96000000000001,183 Spaight Terrace,Miami,Florida,33134,367,
1567,2022-09-14 08:45:41,677.94,1423 Colorado Alley,Sandy,Utah,84093,324,
1568,2022-09-14 21:43:05,395.42,0 Fisk Street,Maple Plain,Minnesota,55579,427,
1569,2022-09-15 11:09:23,650.1999999999999,17926 Moose Center,Amarillo,Texas,79165,96,
1570,2022-09-15 13:29:40,21.198320000000002,1709 Hanover Junction,Detroit,Michigan,48224,23,21
1571,2022-09-15 19:35:52,638.34,024 Ronald Regan Hill,Houston,Texas,77075,271,
1572,2022-09-16 02:01:17,97.96296000000001,5233 Fremont Way,Riverside,California,92505,243,159
1573,2022-09-16 18:29:53,78.561,46203 Holy Cross Drive,Jacksonville,Florida,32230,220,50
1574,2022-09-17 05:21:49,1759.3200000000002,1709 Hanover Junction,Detroit,Michigan,48224,23,
1575,2022-09-17 11:33:55,169.7,67713 Delaware Court,Anderson,Indiana,46015,460,
1576,2022-09-17 19:07:31,2248.56,570 Grover Plaza,Houston,Texas,77293,422,
1577,2022-09-18 02:46:19,1122.04,1 Saint Paul Point,Richmond,Virginia,23293,211,
1578,2022-09-18 04:51:07,504.40000000000003,5 Moulton Park,Orlando,Florida,32808,129,
1579,2022-09-18 08:07:01,1131.18,18 Division Alley,Dallas,Texas,75323,4,
1580,2022-09-18 20:54:12,1208.2600000000002,22300 Elmside Street,Washington,District of Columbia,20337,358,
1581,2022-09-19 00:08:48,605.7,1649 Hintze Crossing,Elizabeth,New Jersey,7208,42,
1582,2022-09-19 05:43:09,674.6200000000001,57878 Nevada Alley,Irvine,California,92717,350,
1583,2022-09-19 06:20:37,583.2,2194 Canary Alley,San Antonio,Texas,78265,439,
1584,2022-09-19 09:50:12,23.96,404 Glendale Junction,Washington,District of Columbia,20442,51,
1585,2022-09-19 13:23:13,590.6200000000001,805 Warbler Junction,Vienna,Virginia,22184,201,
1586,2022-09-20 04:20:08,161.19,050 Glendale Park,Biloxi,Mississippi,39534,359,73
1587,2022-09-20 10:34:16,146.52756,5907 Bowman Trail,Lincoln,Nebraska,68531,62,44
1588,2022-09-20 20:13:56,154.62,2892 Commercial Lane,Portland,Oregon,97271,283,
1589,2022-09-21 10:09:31,366.38000000000005,2798 Beilfuss Junction,Little Rock,Arkansas,72222,233,
1590,2022-09-21 14:02:36,2462.76,79490 2nd Terrace,Huntington,West Virginia,25770,30,
1591,2022-09-21 22:34:26,939.9400000000002,65 Glendale Drive,Palatine,Illinois,60078,148,
1592,2022-09-22 06:47:48,1238.48,353 Talmadge Way,Davenport,Iowa,52804,340,
1593,2022-09-22 09:01:56,54.463800000000006,55 Oneill Parkway,Omaha,Nebraska,68164,298,112
1594,2022-09-22 09:32:25,28.902780000000003,0383 Lyons Park,Atlanta,Georgia,30328,263,57
1595,2022-09-22 20:18:02,7.98,106 Longview Junction,Akron,Ohio,44310,224,
1596,2022-09-23 10:37:00,875.8199999999999,589 Dovetail Crossing,Yakima,Washington,98907,433,
1597,2022-09-23 20:53:47,169.50000000000003,7 Maple Junction,Los Angeles,California,90065,44,
1598,2022-09-24 00:38:59,801.1999999999999,0 Surrey Road,Greenville,South Carolina,29615,219,
1599,2022-09-24 03:51:28,392.9,4540 Division Street,Charleston,South Carolina,29403,206,
1600,2022-09-24 05:48:44,38.94,1709 Hanover Junction,Detroit,Michigan,48224,23,
1601,2022-09-24 19:08:39,653.3000000000001,8920 Maryland Hill,Charlotte,North Carolina,28220,240,
1602,2022-09-25 04:56:54,529.98,9 Hauk Center,Berkeley,California,94712,251,
1603,2022-09-25 21:12:55,814.24,48104 Packers Parkway,Pomona,California,91797,191,
1604,2022-09-26 05:57:06,442.41354,0 Surrey Road,Greenville,South Carolina,29615,219,56
1605,2022-09-26 13:41:22,460.78,20295 Thierer Drive,Harrisburg,Pennsylvania,17105,21,
1606,2022-09-26 22:53:43,206.68,777 Merchant Way,Springfield,Illinois,62794,28,
1607,2022-09-27 02:30:31,1911.8000000000002,6529 Northfield Park,Oklahoma City,Oklahoma,73147,59,
1608,2022-09-27 11:49:59,695.26,91 Vidon Court,New York City,New York,10270,382,
1609,2022-09-27 23:42:44,79.9,90 Daystar Pass,Washington,District of Columbia,20530,172,
1610,2022-09-28 03:35:36,1422.2000000000003,99 David Street,Toledo,Ohio,43605,352,
1611,2022-09-28 06:10:58,409.22,25 Pierstorff Place,New Orleans,Louisiana,70174,329,
1612,2022-09-28 15:35:46,83.4,751 Warner Place,Albany,New York,12247,81,
1613,2022-09-29 07:40:52,466.5250200000001,119 Blackbird Road,Los Angeles,California,90060,376,66
1614,2022-09-29 17:29:11,1025.42,55848 Jackson Place,Seattle,Washington,98133,101,
1615,2022-09-30 07:19:53,275.5,7320 Lukken Drive,Palatine,Illinois,60078,167,
1616,2022-09-30 07:23:04,980.2,332 Monterey Lane,Philadelphia,Pennsylvania,19160,117,
1617,2022-09-30 12:59:42,417.93215999999995,89 Mallard Street,Anchorage,Alaska,99507,436,163
1618,2022-09-30 13:42:25,86.28,3 Knutson Alley,Colorado Springs,Colorado,80925,40,
1619,2022-09-30 13:47:37,1130.5,02025 Pierstorff Hill,Winston Salem,North Carolina,27157,154,
1620,2022-10-01 00:11:27,210.8,0084 Sachs Terrace,Apache Junction,Arizona,85219,64,
1621,2022-10-01 07:48:43,690.4000000000001,8010 Express Trail,Roanoke,Virginia,24004,3,
1622,2022-10-01 14:57:39,439.76000000000005,4 Bartillon Terrace,Greensboro,North Carolina,27425,408,
1623,2022-10-02 07:36:09,327.98,958 Clove Alley,New York City,New York,10280,173,
1624,2022-10-02 13:46:23,1652.1400000000003,14 Dunning Street,Washington,District of Columbia,20575,85,
1625,2022-10-02 17:17:29,53.84,54280 Dwight Park,Arlington,Virginia,22234,130,
1626,2022-10-03 07:53:05,236.98000000000002,3 Fordem Pass,Kansas City,Missouri,64136,346,
1627,2022-10-03 20:43:35,1711.7800000000002,22737 Grover Crossing,New York City,New York,10155,169,
1628,2022-10-03 23:40:02,64.4014,26519 Division Drive,Miami,Florida,33175,91,150
1629,2022-10-04 05:32:48,1175.7200000000003,5 Spohn Drive,Des Moines,Iowa,50330,467,
